uniqid,pid_filter,dem_ex_1,dem_ex_2,dem_ex_3,rep_ex_1,rep_ex_2,rep_ex_3,gender,state,age,educ,race,hispanic,pship,pship_text,dem_branch,rep_branch,ind_branch,demlead4,replead4,libcon_1,libcon_2,libcon_3,libcon_4,libcon_5,libcon_6,media1_1,media1_2,media1_3,media1_4,media1_5,media1_6,media1_7,media1_9,media1_10,media1_11,media1_12,media1_13,media1_14,media1_15,media1_16,media2_1,media2_2,media2_3,media2_4,media2_5,media2_6,media2_7,media2_8,media2_9,media2_10,media2_11,media2_12,media2_13,pidimp,piddesc,pidwe,pidid,pidid1,ideo,pid7,pid3,name,recall_party,recall_order,recall_rating,cfscore,dwnom1,dwnom2,cfscoresdyn,Male,Age18_29,Age30_49,White,College_grad,Democrat,Republican,agenum,exec,gov,leg,legleader
R_6QgUAhaluYfqWUd,Rep,barack obama,nancy pelosi,harry reid,john boehner,chris christie,mitch mcconnell,Male,New Mexico,30-49,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Strong Republican,,John Kerry,Marco Rubio,1,6,1.2,4.5,1.1,6.9000001,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,Conservative,7,Republican,john boehner,rep,1,6,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,1,0,1,39.5,0,0,1,1
R_809ESmGxfBjvwEt,Dem,barbara boxer,obama,hillary clinton,john boener,sarah palin,george w bush,Female,Arkansas,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Nancy Pelosi,Mitt Romney,4,4,4,6.6999998,4.0999999,6.0999999,,,,,,,,Good Morning America,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Very important,Very well,Some of the time,Very little,,Liberal,2,Democrat,john boehner,rep,1,4,.94836026,0.526000023,-0.111000001,.943115,0,0,1,1,1,1,0,39.5,0,0,1,1
R_77FUGYbyXjP3rOB,Dem,barack obama,harry reid,hilary clinton,john boehner,eric cantor,mitch mcconnell,Female,Pennsylvania,50+,Bachelor's degree,White/Caucasian,TRUE,Democrat,,Strong Democrat,,,Joseph Biden,Chris Christie,2.5,6,1.4,6,2,4.5,The Simpsons,,ABC World News,,,,,Good Morning America,,,CNN Headline News / Newsroom,,America This Morning,The Daily Show with Jon Stewart,,60 Minutes,The Late Show with David Letterman,,,,,,,,,,,,Very important,Very well,Most of the time,Somewhat,,Liberal,1,Democrat,john boehner,rep,1,6,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,1,1,0,60,0,0,1,1
R_8ozOpTPd9fySlLv,Ind,obama,clinton,reid,boehner,romney,palin,Male,New York,30-49,High school degree or equivalent,White/Caucasian,FALSE,Independent,,,,Neither,John Kerry,John McCain,3.3,5.5999999,2,5.8000002,2.8,5.4000001,The Simpsons,,,,,,,,,,CNN Headline News / Newsroom,,,The Daily Show with Jon Stewart,,,,The O'Reilly Factor,,,,,,,,Hardball with Chris Matthews,,,Very important,Very well,Some of the time,Somewhat,,Moderate,4,Independent,john boehner,rep,1,5.5999999,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,0,0,0,39.5,0,0,1,1
R_0Jygktn9nvhid0h,Rep,obama,biden,clinton,boehner,mccain,romney,Female,North Carolina,50+,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Nancy Pelosi,Chris Christie,1.1,6.0999999,2.7,5,1,4,,ABS News Nightline,ABC World News,,NBC Nightly News,,,,CBS Evening News,,,,,,,60 Minutes,,,,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,Conservative,6,Republican,john boehner,rep,1,6.0999999,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,1,0,1,60,0,0,1,1
R_esvv9ssUm76Qfv7,Dem,president obama,hillary clinton,joe biden,john boehner,john mccain,gov christie,Female,Florida,50+,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Nancy Pelosi,Marco Rubio,1.9,7,2,6,1.9,6,,,ABC World News,,,,,Good Morning America,CBS Evening News,,CNN Headline News / Newsroom,,,,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,I don't think in these terms,2,Democrat,john boehner,rep,1,7,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,1,1,0,60,0,0,1,1
R_9RoiSXt0x6ydO8R,Dem,nancy pelosi,debbie wasserman schultz,hillary clinton,john boehner,chris christie,michelle bachmann,Female,Illinois,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Barack Obama,Sarah Palin,3.0999999,6.0999999,3.2,4.9000001,3.5999999,7,,,,,,The NewsHour with Jim Lehrer,,,,,,,,The Daily Show with Jon Stewart,,,,,,,Face the Nation,,,Frontline,,Hardball with Chris Matthews,Rachel Maddow Show,,Very important,Very well,Some of the time,Somewhat,,Liberal,1,Democrat,john boehner,rep,1,6.0999999,.94836026,0.526000023,-0.111000001,.943115,0,0,1,1,1,1,0,39.5,0,0,1,1
R_8cPKKMrkqr5o6qh,Dem,barack obama,hilary clinton,bill clinton,john boener,mitch mcconnell,john mccain,Female,Rhode Island,50+,Some college,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Nancy Pelosi,Ronald Reagan,3.3,6.0999999,3.2,7,3.0999999,6.0999999,,,,,,The NewsHour with Jim Lehrer,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,,,,Frontline,,Hardball with Chris Matthews,Rachel Maddow Show,,Very important,Very well,Some of the time,Somewhat,,Liberal,1,Democrat,john boehner,rep,1,6.0999999,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,0,1,0,60,0,0,1,1
R_3KMwYc3fcvDkK45,Dem,obama,biden,clinton,boehner,cruz,palin,Male,Michigan,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Al Gore,George W. Bush,3,7,2.9000001,7,3.8,6.3000002,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,The Late Show with David Letterman,,,,,,,,,,,,Not very important,Not very well,Never,Very little,,Liberal,1,Democrat,john boehner,rep,1,7,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,1,1,0,39.5,0,0,1,1
R_8He2Wg8ktKHhYr3,Dem,barack obama,nancy pelosi,joe biden,george bush,john boehner,sarah palin,Female,Pennsylvania,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Hillary Clinton,Mitt Romney,2,6,2,6.0999999,1.9,6,,,,Today Show,NBC Nightly News,,,,,,,The Tonight Show with Jay Leno,,,,,,,,,,,Fox News,,,,,,Not very important,Not very well,Rarely,Somewhat,,Liberal,2,Democrat,john boehner,rep,2,6.0999999,.94836026,0.526000023,-0.111000001,.943115,0,0,1,1,1,1,0,39.5,0,0,1,1
R_4VnucYobYIdMVkp,Dem,barack obama,bill clinton,hillary clinton,johne boehner,mitt romney,john mccain,Male,Missouri,30-49,Bachelor's degree,Black/African American,FALSE,Democrat,,Strong Democrat,,,Barack Obama,John Boehner,1,7,1,7,1.1,7,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Very important,Very well,Some of the time,A great deal,,Liberal,1,Democrat,john boehner,rep,1,7,.94836026,0.526000023,-0.111000001,.943115,1,0,1,0,1,1,0,39.5,0,0,1,1
R_9HQ5UiajIabVbIF,Rep,barack obama,harry reid,nancy pelosi,rand paul,john boehner,michele bachman,Male,Idaho,30-49,High school degree or equivalent,White/Caucasian,FALSE,Other party (please specify below),Constitutionalist,,,Closer to Republican,Hillary Clinton,Mitt Romney,1,6.8000002,1,2.3,1,2.8,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Very important,Very well,Some of the time,,A great deal,Conservative,5,Republican,john boehner,rep,2,2.3,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,0,0,1,39.5,0,0,1,1
R_5zHS1YyUqelqqPz,Ind,obama,biden,clinton,romney,price,boehner,Male,Kentucky,18-29,Some college,White/Caucasian,FALSE,Independent,,,,Neither,Nancy Pelosi,Mitch McConnell,1.1,5.0999999,1.4,5.0999999,1.1,5.6999998,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Very well,Most of the time,Somewhat,,I don't think in these terms,4,Independent,john boehner,rep,3,5.6999998,.94836026,0.526000023,-0.111000001,.943115,1,1,0,1,0,0,0,23.5,0,0,1,1
R_8elNRmjLtttFycd,Rep,president obama,nancy pelosi,harry reed,john boedner,eric castor,kevin mccarthy,Female,Wisconsin,50+,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Al Gore,Mitch McConnell,4.8000002,5.6999998,4.6999998,4.9000001,5.3000002,5,,,,,,,,Good Morning America,CBS Evening News,,,,,,,60 Minutes,,,,,,,Fox News,,,,,,Not very important,Not very well,Some of the time,Very little,,Conservative,6,Republican,john boehner,rep,1,5.6999998,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,1,0,1,60,0,0,1,1
R_a3DSadWASobA4x7,Dem,barack obama,hilary clinton,elizabeth warren,john boehner,eric cantor,mitch mcconell,Male,Connecticut,18-29,Some college,Black/African American,FALSE,Democrat,,Strong Democrat,,,Al Gore,Mitt Romney,4.4000001,6.5999999,4.4000001,6.8000002,4.5,6.0999999,The Simpsons,,,,,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,,,,,,Hardball with Chris Matthews,Rachel Maddow Show,,Very important,Very well,Some of the time,Somewhat,,I don't think in these terms,1,Democrat,john boehner,rep,1,6.5999999,.94836026,0.526000023,-0.111000001,.943115,1,1,0,0,0,1,0,23.5,0,0,1,1
R_bkgpLn3Cflgroep,Dem,obama,clinton,clinton,bohner,none,none,Female,Indiana,50+,High school degree or equivalent,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Hillary Clinton,Chris Christie,3,7,1.9,1,4.0999999,3.0999999,,,,,,,,,,,CNN Headline News / Newsroom,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Never,Not at all,,I don't think in these terms,2,Democrat,john boehner,rep,1,7,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,0,1,0,60,0,0,1,1
R_dgwDjU8NL7aqVxj,Rep,barack obama,pelosi,joe biden,john boener,mitch mcconnell,john mccain,Male,Wisconsin,50+,Advanced degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Hillary Clinton,Ted Cruz,1.6,5.4000001,1,5,1,6.8000002,,,ABC World News,,NBC Nightly News,,,,CBS Evening News,,,,,,,60 Minutes,The Late Show with David Letterman,,,,,,Fox News,,,,,,Not very important,Not very well,Never,Very little,,Moderate,6,Republican,john boehner,rep,1,5.4000001,.94836026,0.526000023,-0.111000001,.943115,1,0,0,1,1,0,1,60,0,0,1,1
R_cusktYHXvlRkgYd,Dem,harry reid,nancy pelosi,can't recall,john boehneir,mc conally,can't recll,Female,Texas,50+,High school degree or equivalent,White/Caucasian,TRUE,Democrat,,Strong Democrat,,,Barack Obama,Paul Ryan,1,7,1,7,1,7,,,ABC World News,,,,,Good Morning America,,,CNN Headline News / Newsroom,,,,,,,,None of these,,,,,,,,,,Extremely important,Extremely well,Most of the time,A great deal,,Liberal,1,Democrat,john boehner,rep,1,7,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,0,1,0,60,0,0,1,1
R_72i7704US2NjRvn,Dem,joe biden,nancy pelosi,bob casey,george bush,john boehner,rand paul,Male,Tennessee,18-29,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Bill Clinton,Marco Rubio,2.0999999,6.1999998,1.8,7,3.4000001,5.5,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,The Late Show with David Letterman,,,,,,,,,,,,Very important,Not very well,Rarely,Very little,,Liberal,1,Democrat,john boehner,rep,2,7,.94836026,0.526000023,-0.111000001,.943115,1,1,0,1,1,1,0,23.5,0,0,1,1
R_9N6eEYxUYTN7OyF,Dem,obama,bill clinton,hillary clinton,boener,palin,mccain,Male,Pennsylvania,30-49,Some college,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Franklin D. Roosevelt,Chris Christie,2.2,6,1.4,7,2,5.5,,,,,NBC Nightly News,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Most of the time,A great deal,,Liberal,1,Democrat,john boehner,rep,1,6,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,0,1,0,39.5,0,0,1,1
R_bBp6YkGxNaJYPAN,Rep,pelosi,obama,biden,boenher,romney,ayotte,Male,Massachusetts,50+,High school degree or equivalent,White/Caucasian,FALSE,Independent,,,,Closer to Republican,Bill Clinton,Ronald Reagan,2,6.5999999,1.2,5.0999999,2,6.5999999,,,ABC World News,,NBC Nightly News,,,,CBS Evening News,CBS Morning News,,,,,,60 Minutes,,,,,,,,,,,,,Extremely important,Extremely well,Most of the time,A great deal,,Moderate,5,Republican,john boehner,rep,1,6.5999999,.94836026,0.526000023,-0.111000001,.943115,1,0,0,1,0,0,1,60,0,0,1,1
R_9FvcFj0ebw6Oz09,Dem,barack obama,joe biden,elizabeth warren,george bush,john boener,sarah palin,Male,Missouri,18-29,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Hillary Clinton,Ronald Reagan,2,5.6999998,2.7,7,2.9000001,4.8000002,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Extremely important,Very well,All of the time,A great deal,,Liberal,1,Democrat,john boehner,rep,2,7,.94836026,0.526000023,-0.111000001,.943115,1,1,0,1,1,1,0,23.5,0,0,1,1
R_00YMJCXm51nUJvv,Dem,harry reid,nancy pelosi,barack obama,john boehner,chris christie,karl rove,Male,California,18-29,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Al Gore,John Boehner,2,6.8000002,1.9,6,2,6.8000002,,ABS News Nightline,,,,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,,,,Frontline,,,,,Very important,Very well,Some of the time,Somewhat,,Liberal,2,Democrat,john boehner,rep,1,6.8000002,.94836026,0.526000023,-0.111000001,.943115,1,1,0,1,1,1,0,23.5,0,0,1,1
R_1AiZVHo7tb0RZHf,Dem,president obama,john kerry ,hilary clinton,john boehner,george w bush,sarah palin,Female,Indiana,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Joseph Biden,Chris Christie,2,7,2,7,3,5.0999999,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Very important,Very well,Most of the time,Somewhat,,Moderate,2,Democrat,john boehner,rep,1,7,.94836026,0.526000023,-0.111000001,.943115,0,0,1,1,1,1,0,39.5,0,0,1,1
R_do1PvO6hHFYttfn,Rep,barack obama,harry reid,nancy pelosi,john boehner,paul ryan,mitch daniels,Male,Indiana,30-49,Advanced degree,White/Caucasian,FALSE,Republican,,,Strong Republican,,Bill Clinton,Mitch McConnell,1,5.5999999,1.3,6.0999999,3,5.3000002,,,,,,,,,,,,The Tonight Show with Jay Leno,,,,,,,None of these,,,,,,,,,,Very important,Very well,Some of the time,A great deal,,Conservative,7,Republican,john boehner,rep,1,5.5999999,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,1,0,1,39.5,0,0,1,1
R_2l86yt2JI42Ubzv,Rep,barrack obama,harry reed,nancy pelosi,john boehner,ted cruz,chris christie,Female,Florida,50+,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Closer to Republican,Bill Clinton,Marco Rubio,1.1,5.3000002,1.2,6.6999998,2.0999999,6.8000002,,,ABC World News,,,The NewsHour with Jim Lehrer,,,,,CNN Headline News / Newsroom,,,,,60 Minutes,,The O'Reilly Factor,,,,,,,,,,,Extremely important,Extremely well,Some of the time,A great deal,,Moderate,5,Republican,john boehner,rep,1,5.3000002,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,1,0,1,60,0,0,1,1
R_6FG8vXbJkxMb2tf,Dem,nancy pelosi,harry reid,patrick leahy,kevin mccarthy,eric antor ,john boehner,Male,California,50+,Some college,Asian,FALSE,Democrat,,Not very strong Democrat,,,Bill Clinton,George W. Bush,2.8,3.0999999,3,3,3.0999999,3,,,,Today Show,,,,,,,,The Tonight Show with Jay Leno,,,,,,,,,Face the Nation,,,,,,,,Not very important,Not very well,All of the time,Somewhat,,I don't think in these terms,2,Democrat,john boehner,rep,3,3,.94836026,0.526000023,-0.111000001,.943115,1,0,0,0,0,1,0,60,0,0,1,1
R_9M46hBitRtzkNvL,Dem,barack obama,ted kennedy,robert byrd,john boehner,john mccain,sarah palin,Female,California,30-49,Some college,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Hillary Clinton,George W. Bush,4,6.0999999,2.2,6.4000001,4.0999999,6.5,,,,,NBC Nightly News,The NewsHour with Jim Lehrer,,,,,CNN Headline News / Newsroom,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,Face the Nation,,,Frontline,,,Rachel Maddow Show,,Extremely important,Extremely well,Most of the time,A great deal,,Liberal,1,Democrat,john boehner,rep,1,6.0999999,.94836026,0.526000023,-0.111000001,.943115,0,0,1,1,0,1,0,39.5,0,0,1,1
R_e5njVLET3QCNsJT,Dem,barack obama,bill clinton,harry reid,ted cruz,john boehner,mitch mcconnell,Female,Oklahoma,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Barney Frank,John McCain,3,7,2.5,6,1,5,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,,Ellen DeGeneres Show,,,,,,,,,Very important,Very well,Most of the time,A great deal,,Liberal,1,Democrat,john boehner,rep,2,6,.94836026,0.526000023,-0.111000001,.943115,0,0,1,1,1,1,0,39.5,0,0,1,1
R_8ADk0HkiRWVCp5H,Rep,barrack obama,harry reid,joe biden,john mccain,mitt romney,john boehner,Female,Colorado,50+,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Hillary Clinton,George W. Bush,1.9,6,2.0999999,6.1999998,2,6.0999999,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,,,,,,,,,Not very important,Not very well,Some of the time,Somewhat,,Conservative,6,Republican,john boehner,rep,3,6.0999999,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,1,0,1,60,0,0,1,1
R_3Jls5o3SndT0jKB,Dem,barack obama,elizabeth warren,nancy pelosi,john boehner,mitch mcconnell,john mccain,Female,Massachusetts,50+,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,John Kerry,Mitt Romney,1.9,6.4000001,1.9,6.5999999,2.0999999,6.1999998,,,ABC World News,,,The NewsHour with Jim Lehrer,,,,,,,,,,60 Minutes,,,,,,,,Frontline,,,,,Very important,Very well,Rarely,A great deal,,Liberal,1,Democrat,john boehner,rep,1,6.4000001,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,1,1,0,60,0,0,1,1
R_9vHoYYpOzRs3noN,Dem,barack obama,joe biden,harry reid,john boehner,chris christie,mitt romney,Female,Florida,50+,Some college,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Nancy Pelosi,John McCain,3,6,3,4,2,6,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Some of the time,Somewhat,,Liberal,2,Democrat,john boehner,rep,1,6,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,0,1,0,60,0,0,1,1
R_6nAIPWPxzkyLvy5,Dem,barack obama,hilary clinton,joe biden,mitch mcconnell,john boehner,john mccain,Female,Oregon,50+,Advanced degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Nancy Pelosi,Ronald Reagan,2,5,1.5,6.0999999,2,6.0999999,The Simpsons,,,,,The NewsHour with Jim Lehrer,,,,,,,,,,,,,,,,,,Frontline,,,,,Very important,Very well,Most of the time,Somewhat,,Liberal,1,Democrat,john boehner,rep,2,6.0999999,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,1,1,0,60,0,0,1,1
R_6Auc757ERoirDVP,Dem,barack obama,nancy pelosi,hilary clinton,john boehner,george w. bush,mitt romney,Male,Maine,18-29,Some college,White/Caucasian,FALSE,Independent,,,,Closer to Democratic,John Kerry,Ted Cruz,1.8,6.0999999,1.7,5.8000002,2.2,6.8000002,,,,,,The NewsHour with Jim Lehrer,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Not very important,Very well,Some of the time,Somewhat,,Liberal,3,Democrat,john boehner,rep,1,6.0999999,.94836026,0.526000023,-0.111000001,.943115,1,1,0,1,0,1,0,23.5,0,0,1,1
R_5dMhReKc3e2Htop,Dem,barack obama,joe biden,hilary clinton,dick cheney,george bush,boehner,Male,Michigan,30-49,High school degree or equivalent,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Bill Clinton,George W. Bush,4.4000001,7,3,6,2.7,6.0999999,,,,,,,,,,,CNN Headline News / Newsroom,,,The Daily Show with Jon Stewart,,,The Late Show with David Letterman,,,,,,,Frontline,,Hardball with Chris Matthews,Rachel Maddow Show,,Not very important,Not very well,Most of the time,Somewhat,,Liberal,2,Democrat,john boehner,rep,3,6.0999999,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,0,1,0,39.5,0,0,1,1
R_8GHmFqqlm2DbvZb,Rep,barack obama,hillary clinton,nancy pelosi,john boehner,eric cantor,paul ryan ,Male,North Carolina,30-49,Advanced degree,White/Caucasian,FALSE,Republican,,,Strong Republican,,Bill Clinton,Rand Paul,1,6.0999999,3.2,6.5999999,4.1999998,7,,,,,,,,,,,,,,,None of these,,,The O'Reilly Factor,,,,,Fox News,,Hannity with Sean Hannity,,,,Extremely important,Very well,Some of the time,A great deal,,Conservative,7,Republican,john boehner,rep,1,6.0999999,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,1,0,1,39.5,0,0,1,1
R_4VkuOgVGEdmarKB,Rep,barack obama,hillary clinton,joe biden,john boehner,john mccain,ted cruz,Male,Oklahoma,18-29,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Closer to Republican,Bill Clinton,Mitt Romney,2.5999999,6.0999999,2.5999999,4.4000001,2.9000001,5.3000002,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,Conservative,5,Republican,john boehner,rep,1,6.0999999,.94836026,0.526000023,-0.111000001,.943115,1,1,0,1,1,0,1,23.5,0,0,1,1
R_4UWWgobodVFkNdH,Rep,pelosi,cantor,hoyer,boehner,christie,bush,Male,Tennessee,30-49,Some college,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Bill Clinton,Paul Ryan,4,5.9000001,4,4.8000002,3.5999999,5.0999999,,ABS News Nightline,ABC World News,,,,,Good Morning America,,,,,,,,60 Minutes,,,,,,,,Frontline,,,,,Very important,Very well,All of the time,A great deal,,Conservative,6,Republican,john boehner,rep,1,5.9000001,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,0,0,1,39.5,0,0,1,1
R_bOwAfIjx9BazLnL,Dem,obama,pelosi,harry reid,chris christi,john boehner,sara palin,Female,Virginia,50+,Bachelor's degree,Black/African American,FALSE,Democrat,,Strong Democrat,,,Joseph Biden,Mitch McConnell,1.9,4.8000002,1.1,6.1999998,3,6,,,,,,,,,,,,,,,None of these,,,The O'Reilly Factor,,,,,Fox News,,,Hardball with Chris Matthews,Rachel Maddow Show,,Very important,Very well,Rarely,Somewhat,,Moderate,1,Democrat,john boehner,rep,2,6.1999998,.94836026,0.526000023,-0.111000001,.943115,0,0,0,0,1,1,0,60,0,0,1,1
R_03oP6Nyv7pfGsJf,Dem,obama,pelosi,clinton,bush,boehner,cruz,Male,Florida,30-49,Advanced degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Barney Frank,Sarah Palin,1,7,7,7,1,1,The Simpsons,,,,,,,,,,CNN Headline News / Newsroom,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,Face the Nation,,,,,Hardball with Chris Matthews,Rachel Maddow Show,,Extremely important,Extremely well,Most of the time,A great deal,,Liberal,1,Democrat,john boehner,rep,2,7,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,1,1,0,39.5,0,0,1,1
R_9N5NuR24yRa5syx,Ind,obama,feinstein,pelosi,mccain,boener,george w bush,Male,Idaho,30-49,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Neither,John Kerry,Paul Ryan,1.9,4,1,4,1.3,4,The Simpsons,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Not very important,Not very well,Never,Very little,,I don't think in these terms,4,Independent,john boehner,rep,2,4,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,1,0,0,39.5,0,0,1,1
R_bw7uavVqPqPJAdD,Dem,obama,clinton,kerry,boehner,bush,palin,Male,Tennessee,30-49,Some college,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Joseph Biden,Ronald Reagan,1.1,7,1.2,6.5,1.4,7,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Extremely important,Extremely well,Most of the time,A great deal,,Liberal,1,Democrat,john boehner,rep,1,7,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,0,1,0,39.5,0,0,1,1
R_bCQMfrqQdGp9jHD,Rep,harry reid,barrack obama,nancy pelosi,john boehner,eric cantor,ted cruz,Male,Florida,50+,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Closer to Republican,Bill Clinton,Chris Christie,1.2,3.9000001,1.2,5.0999999,2.4000001,3.0999999,,ABS News Nightline,,,,The NewsHour with Jim Lehrer,,,CBS Evening News,,,,,,,60 Minutes,,The O'Reilly Factor,,,Face the Nation,,Fox News,,,,,,Extremely important,Extremely well,Most of the time,Somewhat,,Moderate,5,Republican,john boehner,rep,1,3.9000001,.94836026,0.526000023,-0.111000001,.943115,1,0,0,1,1,0,1,60,0,0,1,1
R_etW4F1dvl6rkoYJ,Rep,barak obama,harry reid,hillary clinton,john boehner,mitch mcconnell,jeb bush,Male,Utah,18-29,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Nancy Pelosi,Marco Rubio,1.6,6.0999999,1.9,6.1999998,1.8,5.0999999,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Somewhat,,Conservative,6,Republican,john boehner,rep,1,6.0999999,.94836026,0.526000023,-0.111000001,.943115,1,1,0,1,1,0,1,23.5,0,0,1,1
R_6JPsKzmlsDM2oKh,Dem,barack obama,hilliary clinton,nancy pelosi,john boehner,dick cheney,george bush,Male,Washington,30-49,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Closer to Democratic,Bill Clinton,Ronald Reagan,2.9000001,6.6999998,2.5,7,2.9000001,7,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Very important,Very well,Rarely,Somewhat,,Liberal,3,Democrat,john boehner,rep,1,6.6999998,.94836026,0.526000023,-0.111000001,.943115,1,0,1,1,1,1,0,39.5,0,0,1,1
R_79FSntPmQkd7Z8F,Dem,obama,biden,bill clinton,george bush,john boehner,eric cantor,Female,Florida,50+,Some college,White/Caucasian,FALSE,Independent,,,,Closer to Democratic,Hillary Clinton,Ronald Reagan,3.7,4,3.7,5.5,4.5999999,3,,,,,,,,,,,CNN Headline News / Newsroom,,,,,,,,None of these,,,,,,,,,,Very important,Very well,Rarely,Somewhat,,I don't think in these terms,3,Democrat,john boehner,rep,2,5.5,.94836026,0.526000023,-0.111000001,.943115,0,0,0,1,0,1,0,60,0,0,1,1
